2,402
10,970
10,271
113,54
119,2
119,54
54,119
119,471
119,271
168,74
271,2
271,54
271,113
271,119
271,471
474,37
37,474
54,37
113,37
37,113
168,10
10,168
168,439
99,10
10,99
1632,37
37,1632
1127,113
10,2
1127,2
2,1127
113,4
4,113
2,168
1,113
1632,2
2,10
2,1632
1,2
505,121
121,505
168,2
471,2
4,99
7424,505
505,7424
91,4
7424,91
91,7424
91,297
74,168
74,312
10,4
4,10
297,91
2473,99
238,99
99,2473
99,238
121,40
40,121
121,119
119,121
121,4
4,121
99,4
37,31
119,91
91,119
7400,37
37,7400
7400,54
710,2
2,710
119,4
625,1
1,744
1,625
439,4
4,439
625,91
91,625
37,380
40,1401
1209,4
4,312
4,1209
917,45
1127,74
74,1127
7400,293
512,2
2,512
512,23
40,23
23,512
23,40
31,37
45,917
625,74
74,625
917,2
2,917
40,37
37,40
45,251
625,439
439,625
2891,40
44,40
40,2891
40,44
7552,625
625,7552
744,1
744,40
40,744
744,712
712,744
168,91
91,168
744,249
249,744
501,4
1115,402
402,1115
1469,625
625,1469
744,402
402,744
436,2
2,436
768,436
768,23
91,37
37,91
40,989
380,37
1087,23
23,1087
1115,917
917,1115
532,4
4,532
917,40
40,917
40,379
74,4
446,4
4,446
389,45
45,389
389,23
23,389
389,126
389,293
532,91
91,532
769,91
91,769
113,769
113,1127
768,2
768,4
4,768
23,710
1087,44
44,1087
1087,74
74,1087
126,293
1209,2
2,54
2,74
2,1209
293,2
1909,4
4,1909
293,74
293,91
293,113
293,126
293,439
293,7400
293,389
293,402
31,379
45,40
989,40
40,45
131,74
145,131
561,131
131,145
131,561
148,54
54,148
512,121
121,512
379,31
379,40
439,148
148,439
249,402
446,2
768,148
270,148
148,768
148,270
2103,4
4,2103
2103,40
40,2103
768,45
45,768
402,249
768,446
446,768
4,23
4,237
23,768
237,4
148,119
512,148
1409,148
148,1409
270,237
237,270
379,2
2,379
466,54
54,466
466,148
148,466
379,223
223,379
466,379
379,1209
379,466
148,109
109,148
1401,148
379,270
270,379
2698,2
2,2698
23,1919
1226,40
40,1226
460,54
74,131
119,148
1919,40
40,1919
44,711
379,54
54,379
379,109
109,379
148,131
131,148
840,148
148,840
148,7327
148,1401
1628,152
512,152
152,1628
1230,379
379,1230
7327,1401
710,4
4,710
1600,40
40,1600
152,148
148,152
769,2
2,446
2,769
935,23
23,935
148,40
40,148
711,44
1270,4
4,1270
769,119
119,769
148,512
769,152
152,769
512,460
769,460
460,769
460,512
148,44
44,148
4,2
2,4
851,40
40,851
152,54
54,152
1600,148
148,1600
1401,40
251,223
223,251
531,54
54,531
7327,531
531,7327
234,40
40,234
379,44
2438,23
23,44
23,2438
40,1077
531,45
45,531
297,106
106,297
531,131
131,531
1913,148
148,1913
840,531
531,840
4,531
1270,109
109,1270
297,1212
1921,1270
1270,1921
1401,2
109,108
108,109
626,152
152,626
7552,1401
1401,7552
2,312
1226,23
23,1226
1077,40
840,54
54,840
223,109
109,223
774,531
531,774
1099,109
109,1099
148,139
139,148
223,145
1099,145
145,223
145,1099
1099,148
148,1099
193,4
512,4
251,4
4,193
4,512
466,45
45,466
250,4
1908,4
4,250
4,1908
1212,297
1816,4
4,1816
1076,44
44,1076
512,109
1131,44
131,44
44,379
44,1131
44,131
54,2
379,4
139,23
23,139
106,44
44,106
223,165
165,223
23,108
4,1
2439,4
4,2439
1601,23
1398,23
23,1601
23,1398
1601,108
108,1601
99,23
23,1131
23,99
7552,2440
2440,7552
840,4
4,840
1078,23
23,1078
23,84
468,4
4,468
148,84
84,148
1,4
4,379
4,7550
768,16
16,768
466,23
23,2441
654,466
466,654
1601,606
606,1601
1401,4
841,4
1401,23
23,1401
606,419
419,606
468,7552
2442,4
4,2442
23,153
23,466
466,223
223,466
4,419
152,153
562,4
4,841
4,249
249,4
468,10
10,468
1910,16
16,1910
710,23
152,44
44,152
419,4
842,4
842,16
16,842
842,23
44,23
1911,23
23,842
23,1911
842,99
842,148
152,7552
842,153
234,1910
436,270
270,436
1,379
4,842
223,63
63,223
99,842
145,298
711,223
223,711
711,16
152,91
91,152
145,7327
1210,298
298,1210
1077,389
908,23
1080,23
23,908
23,1080
99,562
153,842
1212,353
353,379
353,1212
1212,2444
23,2
99,2
986,2
1603,2
2,469
2,986
2,148
2,1603
23,4
1212,16
16,1212
23,500
91,54
353,99
99,353
1603,153
23,298
23,401
1603,297
1402,23
23,1402
23,138
1908,1078
1078,1908
250,2
44,2
2,44
1602,4
4,1602
99,106
7552,152
1214,419
419,1214
1400,23
23,1400
987,419
419,987
311,4
365,4
44,16
16,44
2445,16
1914,16
16,2445
16,1914
438,45
438,91
91,438
988,152
152,988
45,2
2,45
54,4
7550,4
4,7552
4,40
4,91
4,54
4,119
4,380
145,16
16,145
656,23
54,23
23,656
145,54
54,7552
54,293
223,91
91,223
1402,354
354,1402
771,419
419,771
7552,1400
1400,7552
846,1
1,846
2446,2
2,2446
2,200
710,16
16,710
16,607
844,23
607,23
401,23
23,844
251,45
251,152
152,251
354,251
7550,251
251,354
251,7550
710,769
1606,1
1,1606
847,23
23,607
23,847
23,503
224,63
63,224
380,119
607,200
847,200
200,607
200,847
531,419
419,531
437,23
2447,23
23,437
23,2447
3480,712
503,2
987,2
2,503
2,987
223,4
531,4
4,223
503,16
503,23
501,23
2443,23
23,129
23,501
23,2443
501,44
44,501
503,99
99,503
419,149
149,419
503,200
200,503
844,851
45,353
1607,113
113,1607
1916,1607
1607,1916
504,2
2,504
2,7401
4,7401
771,16
16,771
74,1605
607,131
149,711
607,769
909,841
841,909
2448,1
1,2448
237,16
16,237
236,23
770,23
23,770
23,843
237,40
40,237
655,63
845,63
63,655
63,845
502,113
113,502
236,152
152,236
656,237
237,656
773,655
655,773
1921,2
2,532
45,4
711,4
16,138
23,773
311,106
655,106
106,311
106,655
224,234
1922,2
2,1922
4,437
138,16
16,711
504,23
23,293
23,167
23,504
74,1402
655,366
366,655
237,2
209,2
2,237
2,209
773,4
4,773
655,16
16,655
1082,23
713,23
167,23
23,713
23,1082
353,45
655,45
109,512
109,711
353,119
237,149
149,237
1081,150
150,1081
237,167
234,224
1219,237
237,1219
353,532
655,419
419,655
4,771
4,848
470,16
1083,16
1917,16
16,470
16,1083
16,1917
72,2449
419,99
99,419
2451,149
149,2451
656,209
215,322
990,419
419,990
4,2454
1610,16
270,16
16,270
119,23
129,23
500,23
129,44
1078,44
2453,63
63,2453
500,106
106,500
500,109
109,500
500,129
129,656
129,770
145,1611
908,152
152,908
2450,200
200,2450
322,215
505,353
353,505
2,420
2454,4
16,1610
990,37
37,990
224,45
45,224
138,436
209,169
169,209
1402,439
991,845
845,991
7550,1611
1611,7550
366,4
772,4
4,145
4,366
4,772
1922,16
16,1922
99,21
21,99
1613,23
298,23
23,1613
993,45
45,993
129,99
99,2455
2456,145
145,2456
168,772
1613,441
441,1613
993,505
505,993
774,2
2,774
845,23
23,845
990,109
109,990
322,119
1927,419
419,1927
2457,990
2458,990
990,2457
990,2458
4,236
419,16
16,419
84,23
23,469
99,72
72,99
99,84
84,99
209,99
99,209
272,106
106,272
129,209
129,1082
7550,209
209,7550
402,234
234,402
7550,563
563,7550
7582,990
564,2
2459,2
2,564
2,2459
7550,16
16,7550
21,235
564,23
23,564
419,167
167,419
439,1402
4,1085
4,224
23,16
235,21
40,1214
235,119
119,235
1085,129
129,1085
772,168
209,1087
235,7552
297,7437
297,1915
564,655
1085,4
771,4
353,4
2465,4
401,4
1087,4
4,2465
4,401
4,353
4,1087
7552,16
534,16
16,7552
16,534
7552,21
21,7552
658,23
1404,45
1928,45
45,1404
45,1928
1222,63
63,1222
129,1219
1928,209
2464,224
224,2464
1915,297
1221,297
297,1221
655,298
298,655
657,322
322,657
1209,379
7552,564
564,7552
7552,715
7552,848
848,7552
31,4
420,4
4,420
565,16
1925,16
16,565
16,1925
563,99
659,99
99,563
99,3516
99,659
129,1215
129,1608
1915,145
565,209
2466,209
209,565
209,2466
1088,252
1078,353
438,439
2460,534
534,2460
1088,565
565,1088
503,1
1,503
4,37
298,16
16,298
440,23
23,119
23,440
565,63
63,565
129,502
129,1609
129,215
236,175
175,236
2462,224
224,2462
252,1088
438,353
353,438
436,7437
1222,7550
7552,1611
1611,7552
21,2
7582,4
16,4
2468,4
4,16
4,2468
1222,16
1090,16
16,503
16,1222
16,1090
1926,37
40,1224
175,42
45,42
109,42
42,175
42,109
2469,145
145,2469
848,237
237,848
1409,2
1222,2
2,1409
2,1222
848,4
2467,4
4,270
4,2467
1409,16
16,37
16,1409
42,21
21,42
443,23
1220,23
772,23
23,772
109,1930
129,119
443,129
252,129
129,443
129,607
150,145
145,150
2471,224
224,2471
505,235
353,443
848,997
1083,1927
7550,1222
1090,2
2,1090
168,4
1091,4
4,466
100,16
1091,16
16,100
16,1091
770,40
717,40
40,129
40,770
40,717
441,91
91,441
717,129
129,169
168,152
152,168
168,996
2472,224
7552,224
224,2472
224,7552
401,1611
1611,420
715,7552
2470,1090
1090,2470
994,1
250,16
1093,16
16,250
16,1093
848,23
23,848
40,606
718,63
63,718
7552,99
99,7552
355,108
108,355
1930,109
353,113
113,353
1220,129
129,322
167,237
715,250
250,715
1930,252
252,1930
2476,272
272,2476
353,996
2474,534
534,2474
1606,716
716,1606
1413,717
717,1413
997,848
381,4
270,4
1088,4
535,4
4,1088
4,139
4,535
37,16
3516,16
566,31
31,566
561,37
37,312
37,561
840,42
609,42
42,840
42,609
1083,63
63,1083
252,106
106,252
1228,129
129,1228
129,1227
129,998
566,138
138,566
535,201
201,506
201,535
910,223
1413,223
223,910
223,1413
535,224
224,535
1224,236
236,1214
2482,251
251,2482
382,252
252,382
472,270
1932,270
270,472
270,1932
473,293
293,473
1096,311
1089,311
311,1096
311,1089
2480,472
472,2480
535,507
609,507
507,535
507,609
3516,535
535,3516
3516,536
536,3516
1413,563
563,1413
911,566
566,911
1089,609
609,1089
1220,716
716,1220
2478,717
717,2478
1095,1083
1083,1095
1224,3516
1226,2477
382,2
355,2
2,382
2,355
2,238
1230,4
323,4
1611,4
7569,4
4,1230
4,323
16,3516
1416,23
37,54
1618,42
42,1618
1090,44
323,44
44,1090
44,323
152,45
533,45
45,533
45,1933
84,54
54,84
1095,63
63,1095
381,84
7569,84
775,84
1619,84
84,138
84,381
84,775
84,1619
1216,129
129,717
129,440
129,194
129,1416
129,1921
1098,150
150,1098
381,251
251,381
1916,353
353,1916
535,422
422,535
505,438
438,505
775,441
441,775
658,466
466,658
998,473
473,998
566,507
507,566
7371,536
536,7371
1618,564
564,1618
7569,606
7569,658
658,7569
998,775
775,998
1914,7327
223,1
2472,1
150,4
2485,4
109,4
4,1611
4,2485
4,109
4,7569
993,16
42,16
16,993
16,42
992,42
42,992
442,44
44,442
63,2483
1083,84
84,1083
1099,108
108,1099
129,991
129,1406
129,1220
129,534
129,1614
911,149
293,149
1094,149
149,911
149,293
149,1094
3516,175
293,175
175,3516
175,293
1094,215
215,1094
1917,251
251,1917
561,293
293,561
1938,297
297,1938
2484,339
339,2484
438,402
7371,507
507,7371
992,529
529,992
1095,531
531,1095
992,536
536,992
609,1093
7371,716
716,7371
1095,992
1098,992
992,1095
992,1098
7371,1098
1098,7371
1930,1935
1930,7569
1935,7569
353,2
109,2
2488,2
1936,2
2,109
2,353
2,2488
2,1936
1218,4
1086,4
4,150
4,1218
4,1086
7582,16
16,7582
537,23
715,42
42,715
2483,63
129,989
129,7582
129,272
1918,193
353,216
